office_id,hitl_id,constituency,county,triage,status,proposed_lat,proposed_lng,final_lat,final_lng,method,confidence,pip_verified,cluster_peers,notes,applied
16,51b4801b-7979-4887-ab8f-1cfaba11c79e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
16,849f68eb-6033-422a-84a7-faed461cc765,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
16,35354beb-f437-446b-9e62-806dfe5d811d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
16,db81c80e-d4c1-4167-bdb8-c8f79cdb7264,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,b5b2da82-4372-4e5a-a30c-ce4d93abd57f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,2c85dc65-0c4a-47ef-92cc-63460cf43370,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,0a0985c4-33c9-477a-9af6-154ff2b5bcef,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,619a096b-e2e6-4cc9-a566-1a2afd46aa01,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,66a6e1a5-3fd6-4cfa-8c73-050f9c291926,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,0eb2a56e-631f-43c9-bee2-35c668ff3a76,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
17,d86cfc4e-315e-4976-bc46-80383509bc75,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,008c7f9d-c65e-4d24-a90b-09affa4ab559,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,02b00795-6ed5-4526-9a12-e4fc94fb4216,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,5708cda2-92ce-488e-8c9d-391c4d3e0cc5,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,1bc8a112-2291-4fe4-9e57-47e7a360be18,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,c2b5bf4e-4930-4dce-ad14-0a35dae4a478,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
18,ee29ed5e-7b6a-472b-b949-a60978d062bd,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
19,40ffea13-d1c3-41db-9138-d2863931b9c0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
19,61e506b8-72b7-4c50-86af-23b8f4c2d59b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
19,536d6c6d-54e5-42be-a260-781f68a2d6f0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
19,f458ee43-ebaa-43b6-ad43-ef6ca9e14024,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
19,eabaaff4-1c16-4287-88cf-440a795fddc2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,26dbedc8-2ea3-4873-a46a-38adce031692,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,77786232-3f8e-4e47-9cd8-5c5e8ec07c0c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,a313d26d-2472-4ec1-9c69-3d91c626eab2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,2c45a0a7-3fa8-4874-931a-9b05d7cbffd0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,2d34345e-724f-4574-b4e7-bb2b249e0201,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
20,e41876b8-6dbf-43b1-9424-eeb27cd7e308,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
21,3e5a53d2-8ab7-4913-adfc-5562dd3c8742,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
21,7ea767c5-36d0-4bfe-830f-afe23defb741,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
21,c9d81e93-14fb-429a-8c5e-cd9bccad022b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
22,a2a3176c-17e9-4f8b-8741-a9d28ef180ae,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
22,f342fa72-a4ff-4bd3-b10c-79fb92faa35a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
22,24467055-2a11-4e7f-8af3-394358e6d837,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
22,7fb19e3f-1a19-4fdd-8f2a-2e806ed11328,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
22,9d2fdd90-f78a-4757-97df-63fb9c516890,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
23,65c86de9-53d8-4f1a-a86d-5ed4d821181c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
23,71de879d-a6e6-4737-b463-d88ff04804d8,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,06aa6117-b81e-4a97-bd5e-efb57bd89cac,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,0884ec98-8b05-4dd2-af93-7a1b5e3bcb41,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,c82cafc7-2a91-4027-988d-931ea190652c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,33688f60-b025-44bf-a490-9ad26dfdcad7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,2ddfc335-a1fb-4332-bf70-550f84b67e4c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
24,8d976530-fb14-4aab-b9ee-58a399ca0198,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
25,d9f80dcb-b225-4645-a8f7-7254b0f498f0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
25,55ed2736-3e3a-44c1-9bd9-ac2d517dedc9,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
25,7391ff3e-6e42-4234-b208-1f4e8de8909c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
25,475fea04-0cd2-497c-b385-f9492553ffbe,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
25,d3e0634e-4cde-4fe5-9c71-24a70de666a1,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
26,52c1681e-3df3-42e1-84f9-40e566134b6b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
26,c8200bc2-3d9f-47a1-b8b4-027fc1b27032,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
26,8f5809e1-0e8b-4243-ac61-8838da9104a9,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
26,29233ce4-b53b-47a0-8a40-98a94772e5dc,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
26,a74d9cbb-d52f-4d2e-9e52-4609c00c2e9c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
27,6eb37a7f-66f9-45d4-9fdb-6843ac4f6ce7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
27,1a3a99fe-ca44-4e06-812a-bc8f8f16c937,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
27,98850382-c0d0-4a6b-9ae1-145b642fea3f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,b039d5c1-98cf-4d37-9071-c796a4dacf62,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,eb8e7844-8c71-4a89-98a4-70d0b581de4f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,483e886d-fbc0-4554-8979-5b4d2d44efe6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,92a73837-68d9-4dfe-b0a6-505b5ed1dd53,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,2a880eff-eaa4-482b-82e7-c23843ce38b0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
28,007d1ebd-213f-45ce-8275-01708c554e50,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
29,d69e801e-bd24-4668-af90-6c02f62386d2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
29,3dfbe262-1848-4469-acee-757610f838b7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
29,271c4ce4-5aa9-411d-8d70-5c73136c2f92,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
29,0174b9c9-31b5-4731-9261-05526f8fc8bd,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
29,98ba525b-5f31-45d8-b517-dd1b933ba9cb,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,380b4ced-ccd9-4bde-b357-9c458afa3106,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,ef39976f-e3ef-4b17-b20b-7cf6c7b926da,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,533fb921-2dd6-426f-8419-baf9d8fcde5d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,876621b7-203a-4303-9181-63f02b961049,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,707a8cc4-62c5-4b67-bce7-ffa98cbbe61c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
30,ff0d82b0-82f3-434a-806e-b9e0a3fd1f0b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,e655cf2c-1804-413a-a4a6-295bab190617,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,28611866-4792-41cf-9f01-49f50dfe6ef1,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,5173302b-c590-4d0f-8341-851283a2d0b2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,e67632c3-c349-494c-8ec7-71c3b06116b6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,006f3c89-208c-421c-b978-8f120e40a7a6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,5c7df507-cc8f-4e0d-a5ad-42db47fc55e2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
31,921b6c65-d2a2-488e-8b1e-2dd8f1acc25a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,31d082e4-3951-4290-8292-8b4757046910,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,38f22c5b-94a5-4ba7-8e1c-bf28a948e92f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,4a1bc376-bd71-4287-8950-04e7c62e934c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,12c7421b-50d3-4565-8544-7863b7bb28dc,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,fbdfb728-7d41-4fac-86be-030e55a99737,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,3b5e76da-1d43-45c1-9464-7fe4b7dbdd29,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
32,3aaeb851-a6ee-41d9-9278-c6c2365f34dc,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
33,bff9ce30-9107-443c-a659-7d0938e4d819,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
33,0d51c7ea-7484-4ce9-8ad9-98bb73e7e66a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
33,a3724ebd-b97f-411c-bc9a-b9beb27a57ee,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
35,ba603d2f-01de-414e-b381-68ddaee00443,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
35,81137fc6-81b3-4389-9e8d-5b81e91a697e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
35,e68fc0f0-d002-43e1-b6c1-b9246a78ecf3,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
35,b2febdf4-2174-4ae5-8e89-aef88c9e4f1b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
35,532f5e11-6163-40ed-b44c-a6563fc54c7d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
36,a765e3b6-8bcd-411d-910c-92e44cdba28d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
36,ff3a2470-61b0-477b-bc91-c2efb359f3c4,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
36,dc22b5c5-04b7-4e5d-9212-85337177254b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
36,8b0022de-65b7-4b53-85d7-93ba3a271f05,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
36,c59e9ebe-912d-4e45-a307-1c39faeb1a51,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,06e23452-9787-4d03-9a58-06a71fe08f43,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,5375f010-379b-49e8-ad4e-7de498f88855,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,f4d3a963-5003-4cc5-8e68-ba3ac5f77e62,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,ea264cf3-bdff-46c8-858a-d2ca52cdcac7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,ad4713e3-c1ad-4d88-8fb2-200901962d23,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
37,559f4a1e-b9b0-4ceb-8707-09943f1906d5,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
38,996eedf5-88ee-45bd-8b2e-ed4b4d97560d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
38,5eb16d74-6dd7-40d5-9dfb-c9ff5daa81cf,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
39,ffc87610-0ae2-4039-bc11-09660e017b58,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
39,119698b7-2452-448f-8da1-dca7fd2fdb4b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
39,83e5bf2e-9246-4fef-913a-9c6b79fe91c1,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
39,f11b7c8d-c2ef-4161-b5ab-0f040753aee6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
39,3a422dfe-e1b2-4477-8bc2-9f08e8d34277,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,1cf5dc34-f32a-45a3-8b5e-1567eeb667a7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,39bfb550-a958-45bc-a59e-57ad217926ae,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,dc3819fe-3226-43d9-94f1-ea1509b75b2b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,3857ac9b-2182-4c1c-961b-3c8dc1138310,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,01d560d0-f092-4ddc-8c78-3b09df06b763,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,99e47c1f-26b1-4e65-84c1-2f022cd01e86,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
40,6edabbcf-845b-41b7-bb65-2fa54a0c7a46,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,c2ad7626-9e13-4c0c-b7b2-46594d51f170,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,5488e8ec-3012-40b1-8997-3675fc4c400f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,9451ff72-f354-4e18-a706-9690d195c217,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,ac337d64-4847-43e7-b41b-271519525ef4,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,5b9c8f8a-a3f0-4ce8-8343-8fc8addba8de,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
41,ed443cb0-62ff-4e20-90e2-92ca790e7e7d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,64590a2a-ccbb-41ff-bc9c-770346661e85,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,b7de91ba-d80e-4d7a-983e-d0d5b8c5859a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,783dd057-8be8-4d5e-b389-0f49ebca207b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,d274791b-bc88-4381-85b7-113ed46f4ef3,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,8c0ce5d6-2001-4020-8ef1-eaa2c24150fe,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
42,bb4fb641-6b22-4f0c-a351-22d80f2cdc95,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
43,8a3de1a0-321b-43a0-b6de-d7166c0ed8d0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
43,5337bf21-434b-445c-88b8-c9cd77f51bf2,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
43,6e1e265b-9f3c-4e4e-8a66-221919b3ebfb,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
43,c7904a79-8a38-492b-b2f2-9038275c0d27,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,8b382c2a-8ad2-4759-88d9-f07ca3d59f71,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,30049c7b-2fc8-4d4d-820b-4060a6c23137,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,09faf948-09d0-4167-b326-13da5d4e6b6c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,2aa30ec7-e8c1-4a6d-b231-3e56b8a53c77,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,9d255178-c3fa-4578-894f-23d0bfee64d0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
44,47671b0c-85fa-4824-a8f9-a15e2d17892a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,471c7de5-cfda-4b62-8ede-215b8f49553b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,dde84f7a-6576-401c-945e-0c7000bf10a4,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,e0802d76-8603-49ec-9639-e7d4495763ce,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,45dfe39c-8500-4c10-b88e-3b3ec06de7e1,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,d25fc3ae-c0b6-4634-9236-b782df38e77b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
45,57b47fe2-b047-41d9-a449-62616c33eaba,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,1d890cfa-cbad-479c-aa5a-59ea712d7cb1,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,9c19bc4c-948f-4d03-9114-c4fb9df5c2a7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,7e445b8b-efe3-43c6-8b17-70245a95ed35,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,d5757886-40ab-43a0-a001-443ba8380359,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,58f1be93-b6e5-4961-a8b9-c41b32498be3,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
46,eb8e249f-70dc-49ee-9c48-b17c92c39414,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
47,92aa9071-c729-4d53-8bcd-5239e9d80b6e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
47,8580026b-00b5-45f0-a76c-b2bd0876c953,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
47,c1d2c01e-78f4-4424-a9cb-cf35c8d01872,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
47,e5c9bc54-7840-459b-afef-d804d29a8670,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
47,21bbdaae-ff89-47b2-a254-6e706b422269,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,ea6cd210-4931-40ef-9fc1-6e6622c38459,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,940b4560-68a6-4e88-a856-11942a4be06d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,b37d3535-0655-4690-8d1e-70eb0b9e99af,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,edf2f80e-47c2-482f-85ce-d75b0de5048f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,73e74619-e570-4871-bcba-c0358243a746,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
48,5740963b-112c-4ff9-b539-0560ed71ab55,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
49,72d1d2d4-a569-40b1-be82-f13b420286f0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
49,8bda5b4d-4ae7-44e2-997f-96d3996dc810,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
49,97d22d0d-6fd9-4113-9729-bd1055cc8f03,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
49,2875dcd6-64e8-45c4-a67a-f7a312635566,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
49,dc53b004-6dfd-4f51-b059-95e55d356f99,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,fcf06256-a302-4f87-a7b5-81be3c31572d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,2133b634-ec84-488a-b886-3235f2b0e420,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,4e48756c-4b64-447d-aef9-6d69c31bcd79,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,620e07cf-f7ff-469a-962d-e5ed5fc829d8,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,09d9f082-f32d-446b-b248-2e7cad1bdc2f,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
50,5f730eb5-6c3b-480b-bcd0-30cfd8cd6875,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,80a4b095-4f70-49fa-b081-4a3bd6a74bf7,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,8b04cde0-4c3f-4933-ac43-dbf962134667,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,77be81b3-5dbb-4231-9be4-9ad68913428b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,ebd9a04b-11e6-46c6-bd4a-fff397d3f4eb,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,5c9077da-342f-45c0-b669-669dc86187a6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
51,b2448b2c-8be1-4fab-85b5-101d1c1cd782,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,f78c1ed5-f809-4528-a3a9-1e6c05021cf5,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,cfc46acd-b6e8-4c17-9ded-211e6951ab62,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,a4be9f51-2176-4477-933a-29bc71c4a0d8,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,c20ad92b-6b8d-4a53-9ce9-48ffc8c27eec,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,ff45acb2-710d-4f83-b0e2-43ff5697866d,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
52,132a1e4c-aa42-4b46-9c4e-35736d0d0c38,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,0dac826e-0165-469b-8169-9ca21cb1a68e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,31ae5ead-b848-475f-bc4f-82cc6c2725a0,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,a35a2685-aa4b-4ef8-9f04-5395f8c2bbb6,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,6f561008-1e41-40c2-b06c-8ffc513088a3,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,e628b4aa-ffa9-4e20-8c87-154ff86f5969,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,323e0c35-af21-48d7-af26-52b524c6c8ab,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
53,41b269e8-2892-4562-995f-09dde2f1206a,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,bae26eaf-cf3c-466b-95ad-652a8cc0f172,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,f8914df2-47bf-40f2-9d47-de8d9fb6673b,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,2560cd86-5e87-4660-bea5-9188cbf94fef,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,e76900b4-0806-4df0-bbb1-d39f62685c58,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,24eba0f3-d2a9-4ddd-a618-6c0c2ef05c65,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
54,99158d59-55bf-4da5-8034-e2c1b9e05e3e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,eaff1c34-c746-4745-8496-cfb49ff3a5cc,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,7437810f-eede-41c2-b5c5-290837c5b597,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,92e754a2-6ed6-469d-8692-4431aaaa470c,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,708c3b10-4195-4d3c-a50e-ff8245bbffcb,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,81c3f05c-fe7c-42a7-a82b-84e8d2c553da,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
55,2435dbdd-4ec8-4e02-8b58-94df64bedc8e,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,e54d0ea2-0658-40b3-86db-3d958a942f38,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,9a15b336-1cc5-466b-8f70-d32b101ca9d8,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,56e0cf88-8ec5-48f4-be5c-c36b864532dd,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,80e07a76-3481-4ff5-a717-c12b5f87e867,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,f170b569-896a-43a3-a26d-c7a50b2d77d9,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
56,7c3c66cc-c44b-4af1-bdc9-54bf18ffa9d4,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
57,7f36f637-78e1-43c3-a194-f14e5eecbe60,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
57,01a1f3d1-c96b-456a-ad16-d22d63b7c332,,,STALE_DUPLICATE,archived,,,,,stale_duplicate,,,,,False
